"","Mes_numeric","IMD_total","nombre"
"3347",may. 1996,9367,"06020402_burgos_arminon_A_1"
"3348",jun. 1996,10282,"06020402_burgos_arminon_A_1"
"3349",jul. 1996,16183,"06020402_burgos_arminon_A_1"
"3350",ago. 1996,21582,"06020402_burgos_arminon_A_1"
"3351",sep. 1996,12128,"06020402_burgos_arminon_A_1"
"3352",oct. 1996,10036,"06020402_burgos_arminon_A_1"
"3353",nov. 1996,9228,"06020402_burgos_arminon_A_1"
"3354",dic. 1996,10964,"06020402_burgos_arminon_A_1"
"3355",ene. 1997,8565,"06020402_burgos_arminon_A_1"
"3356",feb. 1997,8273,"06020402_burgos_arminon_A_1"
"3357",mar. 1997,11730,"06020402_burgos_arminon_A_1"
"3358",abr. 1997,10570,"06020402_burgos_arminon_A_1"
"3359",may. 1997,10323,"06020402_burgos_arminon_A_1"
"3360",jun. 1997,10989,"06020402_burgos_arminon_A_1"
"3361",jul. 1997,17128,"06020402_burgos_arminon_A_1"
"3362",ago. 1997,23147,"06020402_burgos_arminon_A_1"
"3363",sep. 1997,12855,"06020402_burgos_arminon_A_1"
"3364",oct. 1997,10846,"06020402_burgos_arminon_A_1"
"3365",nov. 1997,9857,"06020402_burgos_arminon_A_1"
"3366",dic. 1997,11563,"06020402_burgos_arminon_A_1"
"3367",ene. 1998,9291,"06020402_burgos_arminon_A_1"
"3368",feb. 1998,9681,"06020402_burgos_arminon_A_1"
"3369",mar. 1998,10340,"06020402_burgos_arminon_A_1"
"3370",abr. 1998,14789,"06020402_burgos_arminon_A_1"
"3371",may. 1998,11474,"06020402_burgos_arminon_A_1"
"3372",jun. 1998,11997,"06020402_burgos_arminon_A_1"
"3373",jul. 1998,19335,"06020402_burgos_arminon_A_1"
"3374",ago. 1998,25292,"06020402_burgos_arminon_A_1"
"3375",sep. 1998,14322,"06020402_burgos_arminon_A_1"
"3376",oct. 1998,12965,"06020402_burgos_arminon_A_1"
"3377",nov. 1998,11449,"06020402_burgos_arminon_A_1"
"3378",dic. 1998,12952,"06020402_burgos_arminon_A_1"
"3379",ene. 1999,10291,"06020402_burgos_arminon_A_1"
"3380",feb. 1999,10791,"06020402_burgos_arminon_A_1"
"3381",mar. 1999,12912,"06020402_burgos_arminon_A_1"
"3382",abr. 1999,14863,"06020402_burgos_arminon_A_1"
"3383",may. 1999,12802,"06020402_burgos_arminon_A_1"
"3384",jun. 1999,13466,"06020402_burgos_arminon_A_1"
"3385",jul. 1999,21446,"06020402_burgos_arminon_A_1"
"3386",ago. 1999,26364,"06020402_burgos_arminon_A_1"
"3387",sep. 1999,15800,"06020402_burgos_arminon_A_1"
"3388",oct. 1999,11664,"06020402_burgos_arminon_A_1"
"3389",nov. 1999,12871,"06020402_burgos_arminon_A_1"
"3390",dic. 1999,15121,"06020402_burgos_arminon_A_1"
"3391",ene. 2000,11749,"06020402_burgos_arminon_A_1"
"3392",feb. 2000,12138,"06020402_burgos_arminon_A_1"
"3393",mar. 2000,13191,"06020402_burgos_arminon_A_1"
"3394",abr. 2000,18230,"06020402_burgos_arminon_A_1"
"3395",may. 2000,14322,"06020402_burgos_arminon_A_1"
"3396",jun. 2000,15137,"06020402_burgos_arminon_A_1"
"3397",jul. 2000,23757,"06020402_burgos_arminon_A_1"
"3398",ago. 2000,27654,"06020402_burgos_arminon_A_1"
"3399",sep. 2000,17898,"06020402_burgos_arminon_A_1"
"3400",oct. 2000,15293,"06020402_burgos_arminon_A_1"
"3401",nov. 2000,13647,"06020402_burgos_arminon_A_1"
"3402",dic. 2000,15898,"06020402_burgos_arminon_A_1"
"3403",ene. 2001,13209,"06020402_burgos_arminon_A_1"
"3404",feb. 2001,13350,"06020402_burgos_arminon_A_1"
"3405",mar. 2001,13901,"06020402_burgos_arminon_A_1"
"3406",abr. 2001,19767,"06020402_burgos_arminon_A_1"
"3407",may. 2001,14900,"06020402_burgos_arminon_A_1"
"3408",jun. 2001,16568,"06020402_burgos_arminon_A_1"
"3409",jul. 2001,24613,"06020402_burgos_arminon_A_1"
"3410",ago. 2001,30742,"06020402_burgos_arminon_A_1"
"3411",sep. 2001,19320,"06020402_burgos_arminon_A_1"
"3412",oct. 2001,17226,"06020402_burgos_arminon_A_1"
"3413",nov. 2001,15681,"06020402_burgos_arminon_A_1"
"3414",dic. 2001,16965,"06020402_burgos_arminon_A_1"
"3415",ene. 2002,14070,"06020402_burgos_arminon_A_1"
"3416",feb. 2002,14648,"06020402_burgos_arminon_A_1"
"3417",mar. 2002,18128,"06020402_burgos_arminon_A_1"
"3418",abr. 2002,18118,"06020402_burgos_arminon_A_1"
"3419",may. 2002,16669,"06020402_burgos_arminon_A_1"
"3420",jun. 2002,17912,"06020402_burgos_arminon_A_1"
"3421",jul. 2002,25868,"06020402_burgos_arminon_A_1"
"3422",ago. 2002,34347,"06020402_burgos_arminon_A_1"
"3423",sep. 2002,20182,"06020402_burgos_arminon_A_1"
"3424",oct. 2002,17852,"06020402_burgos_arminon_A_1"
"3425",nov. 2002,16580,"06020402_burgos_arminon_A_1"
"3426",dic. 2002,17799,"06020402_burgos_arminon_A_1"
"3427",ene. 2003,14422,"06020402_burgos_arminon_A_1"
"3428",feb. 2003,14882,"06020402_burgos_arminon_A_1"
"3429",mar. 2003,15653,"06020402_burgos_arminon_A_1"
"3430",abr. 2003,22133,"06020402_burgos_arminon_A_1"
"3431",may. 2003,17372,"06020402_burgos_arminon_A_1"
"3432",jun. 2003,18792,"06020402_burgos_arminon_A_1"
"3433",jul. 2003,26595,"06020402_burgos_arminon_A_1"
"3434",ago. 2003,35557,"06020402_burgos_arminon_A_1"
"3435",sep. 2003,20834,"06020402_burgos_arminon_A_1"
"3436",oct. 2003,18304,"06020402_burgos_arminon_A_1"
"3437",nov. 2003,16887,"06020402_burgos_arminon_A_1"
"3438",dic. 2003,19220,"06020402_burgos_arminon_A_1"
"3439",ene. 2004,15585,"06020402_burgos_arminon_A_1"
"3440",feb. 2004,15220,"06020402_burgos_arminon_A_1"
"3441",mar. 2004,16774,"06020402_burgos_arminon_A_1"
"3442",abr. 2004,23083,"06020402_burgos_arminon_A_1"
"3443",may. 2004,18108,"06020402_burgos_arminon_A_1"
"3444",jun. 2004,19819,"06020402_burgos_arminon_A_1"
"3445",jul. 2004,28741,"06020402_burgos_arminon_A_1"
"3446",ago. 2004,36008,"06020402_burgos_arminon_A_1"
"3447",sep. 2004,21473,"06020402_burgos_arminon_A_1"
"3448",oct. 2004,20333,"06020402_burgos_arminon_A_1"
"3449",nov. 2004,17600,"06020402_burgos_arminon_A_1"
"3450",dic. 2004,19670,"06020402_burgos_arminon_A_1"
"3451",ene. 2005,15127,"06020402_burgos_arminon_A_1"
"3452",feb. 2005,15902,"06020402_burgos_arminon_A_1"
"3453",mar. 2005,20531,"06020402_burgos_arminon_A_1"
"3454",abr. 2005,18864,"06020402_burgos_arminon_A_1"
"3455",may. 2005,19063,"06020402_burgos_arminon_A_1"
"3456",jun. 2005,19469,"06020402_burgos_arminon_A_1"
"3457",jul. 2005,30280,"06020402_burgos_arminon_A_1"
"3458",ago. 2005,36015,"06020402_burgos_arminon_A_1"
"3459",sep. 2005,22103,"06020402_burgos_arminon_A_1"
"3460",oct. 2005,19157,"06020402_burgos_arminon_A_1"
"3461",nov. 2005,17624,"06020402_burgos_arminon_A_1"
"3462",dic. 2005,19602,"06020402_burgos_arminon_A_1"
"3463",ene. 2006,15974,"06020402_burgos_arminon_A_1"
"3464",feb. 2006,16548,"06020402_burgos_arminon_A_1"
"3465",mar. 2006,17502,"06020402_burgos_arminon_A_1"
"3466",abr. 2006,24512,"06020402_burgos_arminon_A_1"
"3467",may. 2006,19382,"06020402_burgos_arminon_A_1"
"3468",jun. 2006,20231,"06020402_burgos_arminon_A_1"
"3469",jul. 2006,30640,"06020402_burgos_arminon_A_1"
"3470",ago. 2006,36863,"06020402_burgos_arminon_A_1"
"3471",sep. 2006,23292,"06020402_burgos_arminon_A_1"
"3472",oct. 2006,20971,"06020402_burgos_arminon_A_1"
"3473",nov. 2006,18324,"06020402_burgos_arminon_A_1"
"3474",dic. 2006,21641,"06020402_burgos_arminon_A_1"
"3475",ene. 2007,17379,"06020402_burgos_arminon_A_1"
"3476",feb. 2007,18007,"06020402_burgos_arminon_A_1"
"3477",mar. 2007,19362,"06020402_burgos_arminon_A_1"
"3478",abr. 2007,25921,"06020402_burgos_arminon_A_1"
"3479",may. 2007,20563,"06020402_burgos_arminon_A_1"
"3480",jun. 2007,22451,"06020402_burgos_arminon_A_1"
"3481",jul. 2007,31981,"06020402_burgos_arminon_A_1"
"3482",ago. 2007,40386,"06020402_burgos_arminon_A_1"
"3483",sep. 2007,24784,"06020402_burgos_arminon_A_1"
"3484",oct. 2007,22970,"06020402_burgos_arminon_A_1"
