"","Mes_numeric","IMD_total","nombre"
"1361",may. 1994,14973,"06020202_villalba_adanero_A_6"
"1362",jun. 1994,15709,"06020202_villalba_adanero_A_6"
"1363",jul. 1994,20862,"06020202_villalba_adanero_A_6"
"1364",ago. 1994,22075,"06020202_villalba_adanero_A_6"
"1365",sep. 1994,18641,"06020202_villalba_adanero_A_6"
"1366",oct. 1994,16211,"06020202_villalba_adanero_A_6"
"1367",nov. 1994,14410,"06020202_villalba_adanero_A_6"
"1368",dic. 1994,17310,"06020202_villalba_adanero_A_6"
"1369",ene. 1995,13920,"06020202_villalba_adanero_A_6"
"1370",feb. 1995,13980,"06020202_villalba_adanero_A_6"
"1371",mar. 1995,14828,"06020202_villalba_adanero_A_6"
"1372",abr. 1995,19277,"06020202_villalba_adanero_A_6"
"1373",may. 1995,15464,"06020202_villalba_adanero_A_6"
"1374",jun. 1995,16800,"06020202_villalba_adanero_A_6"
"1375",jul. 1995,21357,"06020202_villalba_adanero_A_6"
"1376",ago. 1995,22967,"06020202_villalba_adanero_A_6"
"1377",sep. 1995,19355,"06020202_villalba_adanero_A_6"
"1378",oct. 1995,17175,"06020202_villalba_adanero_A_6"
"1379",nov. 1995,15306,"06020202_villalba_adanero_A_6"
"1380",dic. 1995,17711,"06020202_villalba_adanero_A_6"
"1381",ene. 1996,14130,"06020202_villalba_adanero_A_6"
"1382",feb. 1996,14504,"06020202_villalba_adanero_A_6"
"1383",mar. 1996,15996,"06020202_villalba_adanero_A_6"
"1384",abr. 1996,18772,"06020202_villalba_adanero_A_6"
"1385",may. 1996,16617,"06020202_villalba_adanero_A_6"
"1386",jun. 1996,17752,"06020202_villalba_adanero_A_6"
"1387",jul. 1996,21208,"06020202_villalba_adanero_A_6"
"1388",ago. 1996,23903,"06020202_villalba_adanero_A_6"
"1389",sep. 1996,19870,"06020202_villalba_adanero_A_6"
"1390",oct. 1996,17501,"06020202_villalba_adanero_A_6"
"1391",nov. 1996,16394,"06020202_villalba_adanero_A_6"
"1392",dic. 1996,17555,"06020202_villalba_adanero_A_6"
"1393",ene. 1997,13815,"06020202_villalba_adanero_A_6"
"1394",feb. 1997,15142,"06020202_villalba_adanero_A_6"
"1395",mar. 1997,19952,"06020202_villalba_adanero_A_6"
"1396",abr. 1997,16026,"06020202_villalba_adanero_A_6"
"1397",may. 1997,17945,"06020202_villalba_adanero_A_6"
"1398",jun. 1997,18299,"06020202_villalba_adanero_A_6"
"1399",jul. 1997,22450,"06020202_villalba_adanero_A_6"
"1400",ago. 1997,25302,"06020202_villalba_adanero_A_6"
"1401",sep. 1997,20876,"06020202_villalba_adanero_A_6"
"1402",oct. 1997,18340,"06020202_villalba_adanero_A_6"
"1403",nov. 1997,16908,"06020202_villalba_adanero_A_6"
"1404",dic. 1997,18687,"06020202_villalba_adanero_A_6"
"1405",ene. 1998,15363,"06020202_villalba_adanero_A_6"
"1406",feb. 1998,16661,"06020202_villalba_adanero_A_6"
"1407",mar. 1998,17578,"06020202_villalba_adanero_A_6"
"1408",abr. 1998,21654,"06020202_villalba_adanero_A_6"
"1409",may. 1998,19589,"06020202_villalba_adanero_A_6"
"1410",jun. 1998,19758,"06020202_villalba_adanero_A_6"
"1411",jul. 1998,24825,"06020202_villalba_adanero_A_6"
"1412",ago. 1998,27883,"06020202_villalba_adanero_A_6"
"1413",sep. 1998,22492,"06020202_villalba_adanero_A_6"
"1414",oct. 1998,21811,"06020202_villalba_adanero_A_6"
"1415",nov. 1998,19826,"06020202_villalba_adanero_A_6"
"1416",dic. 1998,20774,"06020202_villalba_adanero_A_6"
"1417",ene. 1999,16863,"06020202_villalba_adanero_A_6"
"1418",feb. 1999,18257,"06020202_villalba_adanero_A_6"
"1419",mar. 1999,21239,"06020202_villalba_adanero_A_6"
"1420",abr. 1999,22360,"06020202_villalba_adanero_A_6"
"1421",may. 1999,21272,"06020202_villalba_adanero_A_6"
"1422",jun. 1999,22410,"06020202_villalba_adanero_A_6"
"1423",jul. 1999,27999,"06020202_villalba_adanero_A_6"
"1424",ago. 1999,30861,"06020202_villalba_adanero_A_6"
"1425",sep. 1999,25255,"06020202_villalba_adanero_A_6"
"1426",oct. 1999,24051,"06020202_villalba_adanero_A_6"
"1427",nov. 1999,20852,"06020202_villalba_adanero_A_6"
"1428",dic. 1999,23117,"06020202_villalba_adanero_A_6"
"1429",ene. 2000,18248,"06020202_villalba_adanero_A_6"
"1430",feb. 2000,19751,"06020202_villalba_adanero_A_6"
"1431",mar. 2000,21239,"06020202_villalba_adanero_A_6"
"1432",abr. 2000,26150,"06020202_villalba_adanero_A_6"
"1433",may. 2000,22850,"06020202_villalba_adanero_A_6"
"1434",jun. 2000,24289,"06020202_villalba_adanero_A_6"
"1435",jul. 2000,29587,"06020202_villalba_adanero_A_6"
"1436",ago. 2000,32196,"06020202_villalba_adanero_A_6"
"1437",sep. 2000,27310,"06020202_villalba_adanero_A_6"
"1438",oct. 2000,24265,"06020202_villalba_adanero_A_6"
"1439",nov. 2000,21667,"06020202_villalba_adanero_A_6"
"1440",dic. 2000,24125,"06020202_villalba_adanero_A_6"
"1441",ene. 2001,19818,"06020202_villalba_adanero_A_6"
"1442",feb. 2001,21803,"06020202_villalba_adanero_A_6"
"1443",mar. 2001,21375,"06020202_villalba_adanero_A_6"
"1444",abr. 2001,28140,"06020202_villalba_adanero_A_6"
"1445",may. 2001,23298,"06020202_villalba_adanero_A_6"
"1446",jun. 2001,26110,"06020202_villalba_adanero_A_6"
"1447",jul. 2001,30859,"06020202_villalba_adanero_A_6"
"1448",ago. 2001,34305,"06020202_villalba_adanero_A_6"
"1449",sep. 2001,28971,"06020202_villalba_adanero_A_6"
"1450",oct. 2001,25879,"06020202_villalba_adanero_A_6"
"1451",nov. 2001,24357,"06020202_villalba_adanero_A_6"
"1452",dic. 2001,24927,"06020202_villalba_adanero_A_6"
"1453",ene. 2002,20421,"06020202_villalba_adanero_A_6"
"1454",feb. 2002,22432,"06020202_villalba_adanero_A_6"
"1455",mar. 2002,27873,"06020202_villalba_adanero_A_6"
"1456",abr. 2002,24631,"06020202_villalba_adanero_A_6"
"1457",may. 2002,26088,"06020202_villalba_adanero_A_6"
"1458",jun. 2002,27128,"06020202_villalba_adanero_A_6"
"1459",jul. 2002,31912,"06020202_villalba_adanero_A_6"
"1460",ago. 2002,36760,"06020202_villalba_adanero_A_6"
"1461",sep. 2002,30342,"06020202_villalba_adanero_A_6"
"1462",oct. 2002,27385,"06020202_villalba_adanero_A_6"
"1463",nov. 2002,25332,"06020202_villalba_adanero_A_6"
"1464",dic. 2002,26552,"06020202_villalba_adanero_A_6"
"1465",ene. 2003,21501,"06020202_villalba_adanero_A_6"
"1466",feb. 2003,22677,"06020202_villalba_adanero_A_6"
"1467",mar. 2003,24565,"06020202_villalba_adanero_A_6"
"1468",abr. 2003,30477,"06020202_villalba_adanero_A_6"
"1469",may. 2003,27422,"06020202_villalba_adanero_A_6"
"1470",jun. 2003,29260,"06020202_villalba_adanero_A_6"
"1471",jul. 2003,33573,"06020202_villalba_adanero_A_6"
"1472",ago. 2003,38582,"06020202_villalba_adanero_A_6"
"1473",sep. 2003,32020,"06020202_villalba_adanero_A_6"
"1474",oct. 2003,28431,"06020202_villalba_adanero_A_6"
"1475",nov. 2003,26663,"06020202_villalba_adanero_A_6"
"1476",dic. 2003,28312,"06020202_villalba_adanero_A_6"
"1477",ene. 2004,23569,"06020202_villalba_adanero_A_6"
"1478",feb. 2004,25206,"06020202_villalba_adanero_A_6"
"1479",mar. 2004,25767,"06020202_villalba_adanero_A_6"
"1480",abr. 2004,31742,"06020202_villalba_adanero_A_6"
"1481",may. 2004,28422,"06020202_villalba_adanero_A_6"
"1482",jun. 2004,30415,"06020202_villalba_adanero_A_6"
"1483",jul. 2004,36292,"06020202_villalba_adanero_A_6"
"1484",ago. 2004,39620,"06020202_villalba_adanero_A_6"
"1485",sep. 2004,32704,"06020202_villalba_adanero_A_6"
"1486",oct. 2004,31704,"06020202_villalba_adanero_A_6"
"1487",nov. 2004,27629,"06020202_villalba_adanero_A_6"
"1488",dic. 2004,30257,"06020202_villalba_adanero_A_6"
"1489",ene. 2005,23835,"06020202_villalba_adanero_A_6"
"1490",feb. 2005,25448,"06020202_villalba_adanero_A_6"
"1491",mar. 2005,30543,"06020202_villalba_adanero_A_6"
"1492",abr. 2005,27883,"06020202_villalba_adanero_A_6"
"1493",may. 2005,30241,"06020202_villalba_adanero_A_6"
"1494",jun. 2005,30918,"06020202_villalba_adanero_A_6"
"1495",jul. 2005,37864,"06020202_villalba_adanero_A_6"
"1496",ago. 2005,39689,"06020202_villalba_adanero_A_6"
"1497",sep. 2005,33716,"06020202_villalba_adanero_A_6"
"1498",oct. 2005,30285,"06020202_villalba_adanero_A_6"
"1499",nov. 2005,28050,"06020202_villalba_adanero_A_6"
"1500",dic. 2005,30172,"06020202_villalba_adanero_A_6"
"1501",ene. 2006,25700,"06020202_villalba_adanero_A_6"
"1502",feb. 2006,26977,"06020202_villalba_adanero_A_6"
"1503",mar. 2006,28699,"06020202_villalba_adanero_A_6"
"1504",abr. 2006,35642,"06020202_villalba_adanero_A_6"
"1505",may. 2006,31804,"06020202_villalba_adanero_A_6"
"1506",jun. 2006,33352,"06020202_villalba_adanero_A_6"
"1507",jul. 2006,39210,"06020202_villalba_adanero_A_6"
"1508",ago. 2006,41718,"06020202_villalba_adanero_A_6"
"1509",sep. 2006,35891,"06020202_villalba_adanero_A_6"
"1510",oct. 2006,33822,"06020202_villalba_adanero_A_6"
"1511",nov. 2006,29921,"06020202_villalba_adanero_A_6"
"1512",dic. 2006,32751,"06020202_villalba_adanero_A_6"
"1513",ene. 2007,26689,"06020202_villalba_adanero_A_6"
"1514",feb. 2007,28806,"06020202_villalba_adanero_A_6"
"1515",mar. 2007,30982,"06020202_villalba_adanero_A_6"
"1516",abr. 2007,36741,"06020202_villalba_adanero_A_6"
"1517",may. 2007,32256,"06020202_villalba_adanero_A_6"
"1518",jun. 2007,34882,"06020202_villalba_adanero_A_6"
"1519",jul. 2007,40389,"06020202_villalba_adanero_A_6"
"1520",ago. 2007,43411,"06020202_villalba_adanero_A_6"
"1521",sep. 2007,37320,"06020202_villalba_adanero_A_6"
"1522",oct. 2007,35204,"06020202_villalba_adanero_A_6"
"1523",nov. 2007,33140,"06020202_villalba_adanero_A_6"
"1524",dic. 2007,32753,"06020202_villalba_adanero_A_6"
"1525",ene. 2008,27774,"06020202_villalba_adanero_A_6"
"1526",feb. 2008,29541,"06020202_villalba_adanero_A_6"
"1527",mar. 2008,34773,"06020202_villalba_adanero_A_6"
"1528",abr. 2008,29406,"06020202_villalba_adanero_A_6"
"1529",may. 2008,32144,"06020202_villalba_adanero_A_6"
"1530",jun. 2008,32108,"06020202_villalba_adanero_A_6"
"1531",jul. 2008,38265,"06020202_villalba_adanero_A_6"
"1532",ago. 2008,42302,"06020202_villalba_adanero_A_6"
"1533",sep. 2008,34932,"06020202_villalba_adanero_A_6"
"1534",oct. 2008,32105,"06020202_villalba_adanero_A_6"
"1535",nov. 2008,28901,"06020202_villalba_adanero_A_6"
"1536",dic. 2008,30800,"06020202_villalba_adanero_A_6"
"1537",ene. 2009,23937,"06020202_villalba_adanero_A_6"
"1538",feb. 2009,25934,"06020202_villalba_adanero_A_6"
"1539",mar. 2009,28239,"06020202_villalba_adanero_A_6"
"1540",abr. 2009,33551,"06020202_villalba_adanero_A_6"
"1541",may. 2009,30540,"06020202_villalba_adanero_A_6"
"1542",jun. 2009,31502,"06020202_villalba_adanero_A_6"
"1543",jul. 2009,37681,"06020202_villalba_adanero_A_6"
"1544",ago. 2009,41520,"06020202_villalba_adanero_A_6"
"1545",sep. 2009,33039,"06020202_villalba_adanero_A_6"
"1546",oct. 2009,31947,"06020202_villalba_adanero_A_6"
"1547",nov. 2009,28113,"06020202_villalba_adanero_A_6"
"1548",dic. 2009,29405,"06020202_villalba_adanero_A_6"
"1549",ene. 2010,23429,"06020202_villalba_adanero_A_6"
"1550",feb. 2010,24895,"06020202_villalba_adanero_A_6"
"1551",mar. 2010,29306,"06020202_villalba_adanero_A_6"
"1552",abr. 2010,30576,"06020202_villalba_adanero_A_6"
"1553",may. 2010,29361,"06020202_villalba_adanero_A_6"
"1554",jun. 2010,30866,"06020202_villalba_adanero_A_6"
"1555",jul. 2010,37099,"06020202_villalba_adanero_A_6"
"1556",ago. 2010,40455,"06020202_villalba_adanero_A_6"
"1557",sep. 2010,32123,"06020202_villalba_adanero_A_6"
"1558",oct. 2010,31605,"06020202_villalba_adanero_A_6"
"1559",nov. 2010,26577,"06020202_villalba_adanero_A_6"
"1560",dic. 2010,29218,"06020202_villalba_adanero_A_6"
"1561",ene. 2011,23084,"06020202_villalba_adanero_A_6"
"1562",feb. 2011,24243,"06020202_villalba_adanero_A_6"
"1563",mar. 2011,23669,"06020202_villalba_adanero_A_6"
"1564",abr. 2011,31323,"06020202_villalba_adanero_A_6"
"1565",may. 2011,25860,"06020202_villalba_adanero_A_6"
"1566",jun. 2011,29342,"06020202_villalba_adanero_A_6"
"1567",jul. 2011,36888,"06020202_villalba_adanero_A_6"
"1568",ago. 2011,38532,"06020202_villalba_adanero_A_6"
"1569",sep. 2011,31447,"06020202_villalba_adanero_A_6"
"1570",oct. 2011,28257,"06020202_villalba_adanero_A_6"
"1571",nov. 2011,23968,"06020202_villalba_adanero_A_6"
"1572",dic. 2011,27214,"06020202_villalba_adanero_A_6"
"1573",ene. 2012,21619,"06020202_villalba_adanero_A_6"
"1574",feb. 2012,21058,"06020202_villalba_adanero_A_6"
"1575",mar. 2012,23770,"06020202_villalba_adanero_A_6"
"1576",abr. 2012,27329,"06020202_villalba_adanero_A_6"
"1577",may. 2012,23686,"06020202_villalba_adanero_A_6"
"1578",jun. 2012,26284,"06020202_villalba_adanero_A_6"
"1579",jul. 2012,31673,"06020202_villalba_adanero_A_6"
"1580",ago. 2012,33953,"06020202_villalba_adanero_A_6"
"1581",sep. 2012,26918,"06020202_villalba_adanero_A_6"
"1582",oct. 2012,24301,"06020202_villalba_adanero_A_6"
"1583",nov. 2012,21876,"06020202_villalba_adanero_A_6"
"1584",dic. 2012,23691,"06020202_villalba_adanero_A_6"
"1585",ene. 2013,18821,"06020202_villalba_adanero_A_6"
"1586",feb. 2013,19159,"06020202_villalba_adanero_A_6"
"1587",mar. 2013,24116,"06020202_villalba_adanero_A_6"
"1588",abr. 2013,20849,"06020202_villalba_adanero_A_6"
"1589",may. 2013,23400,"06020202_villalba_adanero_A_6"
"1590",jun. 2013,25016,"06020202_villalba_adanero_A_6"
"1591",jul. 2013,29912,"06020202_villalba_adanero_A_6"
"1592",ago. 2013,34158,"06020202_villalba_adanero_A_6"
"1593",sep. 2013,26657,"06020202_villalba_adanero_A_6"
"1594",oct. 2013,23691,"06020202_villalba_adanero_A_6"
"1595",nov. 2013,22438,"06020202_villalba_adanero_A_6"
"1596",dic. 2013,24347,"06020202_villalba_adanero_A_6"
"1597",ene. 2014,19180,"06020202_villalba_adanero_A_6"
"1598",feb. 2014,19333,"06020202_villalba_adanero_A_6"
"1599",mar. 2014,20796,"06020202_villalba_adanero_A_6"
"1600",abr. 2014,26959,"06020202_villalba_adanero_A_6"
"1601",may. 2014,23498,"06020202_villalba_adanero_A_6"
"1602",jun. 2014,25402,"06020202_villalba_adanero_A_6"
"1603",jul. 2014,29959,"06020202_villalba_adanero_A_6"
"1604",ago. 2014,35289,"06020202_villalba_adanero_A_6"
"1605",sep. 2014,26748,"06020202_villalba_adanero_A_6"
"1606",oct. 2014,24059,"06020202_villalba_adanero_A_6"
"1607",nov. 2014,22807,"06020202_villalba_adanero_A_6"
"1608",dic. 2014,25403,"06020202_villalba_adanero_A_6"
"1609",ene. 2015,19865,"06020202_villalba_adanero_A_6"
"1610",feb. 2015,20053,"06020202_villalba_adanero_A_6"
"1611",mar. 2015,23341,"06020202_villalba_adanero_A_6"
"1612",abr. 2015,27102,"06020202_villalba_adanero_A_6"
"1613",may. 2015,25380,"06020202_villalba_adanero_A_6"
"1614",jun. 2015,26470,"06020202_villalba_adanero_A_6"
"1615",jul. 2015,33500,"06020202_villalba_adanero_A_6"
"1616",ago. 2015,37426,"06020202_villalba_adanero_A_6"
"1617",sep. 2015,28223,"06020202_villalba_adanero_A_6"
"1618",oct. 2015,26928,"06020202_villalba_adanero_A_6"
"1619",nov. 2015,23985,"06020202_villalba_adanero_A_6"
"1620",dic. 2015,26757,"06020202_villalba_adanero_A_6"
"1621",ene. 2016,21088,"06020202_villalba_adanero_A_6"
"1622",feb. 2016,21398,"06020202_villalba_adanero_A_6"
"1623",mar. 2016,28606,"06020202_villalba_adanero_A_6"
"1624",abr. 2016,22648,"06020202_villalba_adanero_A_6"
"1625",may. 2016,26085,"06020202_villalba_adanero_A_6"
"1626",jun. 2016,27289,"06020202_villalba_adanero_A_6"
"1627",jul. 2016,36823,"06020202_villalba_adanero_A_6"
"1628",ago. 2016,38042,"06020202_villalba_adanero_A_6"
"1629",sep. 2016,29871,"06020202_villalba_adanero_A_6"
"1630",oct. 2016,27776,"06020202_villalba_adanero_A_6"
"1631",nov. 2016,24306,"06020202_villalba_adanero_A_6"
"1632",dic. 2016,28064,"06020202_villalba_adanero_A_6"
"1633",ene. 2017,21830,"06020202_villalba_adanero_A_6"
"1634",feb. 2017,22778,"06020202_villalba_adanero_A_6"
"1635",mar. 2017,24944,"06020202_villalba_adanero_A_6"
"1636",ene. 1990,5035,"06020203_sevilla_cadiz"
"1637",feb. 1990,5820,"06020203_sevilla_cadiz"
"1638",mar. 1990,5590,"06020203_sevilla_cadiz"
"1639",abr. 1990,6504,"06020203_sevilla_cadiz"
"1640",may. 1990,6976,"06020203_sevilla_cadiz"
"1641",jun. 1990,7195,"06020203_sevilla_cadiz"
"1642",jul. 1990,9594,"06020203_sevilla_cadiz"
"1643",ago. 1990,9570,"06020203_sevilla_cadiz"
"1644",sep. 1990,7670,"06020203_sevilla_cadiz"
"1645",oct. 1990,6279,"06020203_sevilla_cadiz"
"1646",nov. 1990,5817,"06020203_sevilla_cadiz"
"1647",dic. 1990,5865,"06020203_sevilla_cadiz"
"1648",ene. 1991,5232,"06020203_sevilla_cadiz"
"1649",feb. 1991,5772,"06020203_sevilla_cadiz"
"1650",mar. 1991,6727,"06020203_sevilla_cadiz"
"1651",abr. 1991,6847,"06020203_sevilla_cadiz"
"1652",may. 1991,8243,"06020203_sevilla_cadiz"
"1653",jun. 1991,8475,"06020203_sevilla_cadiz"
"1654",jul. 1991,10870,"06020203_sevilla_cadiz"
"1655",ago. 1991,11443,"06020203_sevilla_cadiz"
"1656",sep. 1991,8665,"06020203_sevilla_cadiz"
"1657",oct. 1991,7140,"06020203_sevilla_cadiz"
"1658",nov. 1991,6863,"06020203_sevilla_cadiz"
"1659",dic. 1991,7012,"06020203_sevilla_cadiz"
"1660",ene. 1992,6421,"06020203_sevilla_cadiz"
"1661",feb. 1992,6884,"06020203_sevilla_cadiz"
"1662",mar. 1992,7725,"06020203_sevilla_cadiz"
"1663",abr. 1992,8652,"06020203_sevilla_cadiz"
"1664",may. 1992,9399,"06020203_sevilla_cadiz"
"1665",jun. 1992,9063,"06020203_sevilla_cadiz"
"1666",jul. 1992,12944,"06020203_sevilla_cadiz"
"1667",ago. 1992,14120,"06020203_sevilla_cadiz"
"1668",sep. 1992,12180,"06020203_sevilla_cadiz"
"1669",oct. 1992,9031,"06020203_sevilla_cadiz"
"1670",nov. 1992,6900,"06020203_sevilla_cadiz"
"1671",dic. 1992,7177,"06020203_sevilla_cadiz"
"1672",ene. 1993,6025,"06020203_sevilla_cadiz"
"1673",feb. 1993,6867,"06020203_sevilla_cadiz"
"1674",mar. 1993,6798,"06020203_sevilla_cadiz"
"1675",abr. 1993,8267,"06020203_sevilla_cadiz"
"1676",may. 1993,8130,"06020203_sevilla_cadiz"
"1677",jun. 1993,7919,"06020203_sevilla_cadiz"
"1678",jul. 1993,11610,"06020203_sevilla_cadiz"
"1679",ago. 1993,11736,"06020203_sevilla_cadiz"
"1680",sep. 1993,8431,"06020203_sevilla_cadiz"
"1681",oct. 1993,6891,"06020203_sevilla_cadiz"
"1682",nov. 1993,6307,"06020203_sevilla_cadiz"
"1683",dic. 1993,6936,"06020203_sevilla_cadiz"
"1684",ene. 1994,5709,"06020203_sevilla_cadiz"
"1685",feb. 1994,6641,"06020203_sevilla_cadiz"
"1686",mar. 1994,7057,"06020203_sevilla_cadiz"
"1687",abr. 1994,7311,"06020203_sevilla_cadiz"
"1688",may. 1994,8253,"06020203_sevilla_cadiz"
"1689",jun. 1994,7997,"06020203_sevilla_cadiz"
"1690",jul. 1994,11383,"06020203_sevilla_cadiz"
"1691",ago. 1994,11451,"06020203_sevilla_cadiz"
"1692",sep. 1994,8807,"06020203_sevilla_cadiz"
"1693",oct. 1994,7235,"06020203_sevilla_cadiz"
"1694",nov. 1994,6685,"06020203_sevilla_cadiz"
"1695",dic. 1994,7038,"06020203_sevilla_cadiz"
"1696",ene. 1995,5957,"06020203_sevilla_cadiz"
"1697",feb. 1995,6657,"06020203_sevilla_cadiz"
"1698",mar. 1995,6603,"06020203_sevilla_cadiz"
"1699",abr. 1995,7922,"06020203_sevilla_cadiz"
"1700",may. 1995,8304,"06020203_sevilla_cadiz"
"1701",jun. 1995,7978,"06020203_sevilla_cadiz"
"1702",jul. 1995,10473,"06020203_sevilla_cadiz"
"1703",ago. 1995,10478,"06020203_sevilla_cadiz"
"1704",sep. 1995,7999,"06020203_sevilla_cadiz"
"1705",oct. 1995,6836,"06020203_sevilla_cadiz"
"1706",nov. 1995,6070,"06020203_sevilla_cadiz"
"1707",dic. 1995,6380,"06020203_sevilla_cadiz"
"1708",ene. 1996,5455,"06020203_sevilla_cadiz"
"1709",feb. 1996,6288,"06020203_sevilla_cadiz"
"1710",mar. 1996,6518,"06020203_sevilla_cadiz"
"1711",abr. 1996,7699,"06020203_sevilla_cadiz"
"1712",may. 1996,8013,"06020203_sevilla_cadiz"
"1713",jun. 1996,8378,"06020203_sevilla_cadiz"
"1714",jul. 1996,9927,"06020203_sevilla_cadiz"
"1715",ago. 1996,10370,"06020203_sevilla_cadiz"
"1716",sep. 1996,7847,"06020203_sevilla_cadiz"
"1717",oct. 1996,6717,"06020203_sevilla_cadiz"
"1718",nov. 1996,6004,"06020203_sevilla_cadiz"
"1719",dic. 1996,5926,"06020203_sevilla_cadiz"
"1720",ene. 1997,5308,"06020203_sevilla_cadiz"
"1721",feb. 1997,6416,"06020203_sevilla_cadiz"
"1722",mar. 1997,7288,"06020203_sevilla_cadiz"
"1723",abr. 1997,6806,"06020203_sevilla_cadiz"
"1724",may. 1997,8178,"06020203_sevilla_cadiz"
"1725",jun. 1997,7642,"06020203_sevilla_cadiz"
"1726",jul. 1997,10432,"06020203_sevilla_cadiz"
"1727",ago. 1997,11276,"06020203_sevilla_cadiz"
"1728",sep. 1997,8806,"06020203_sevilla_cadiz"
"1729",oct. 1997,7490,"06020203_sevilla_cadiz"
"1730",nov. 1997,6813,"06020203_sevilla_cadiz"
"1731",dic. 1997,7503,"06020203_sevilla_cadiz"
"1732",ene. 1998,6706,"06020203_sevilla_cadiz"
"1733",feb. 1998,7760,"06020203_sevilla_cadiz"
"1734",mar. 1998,8240,"06020203_sevilla_cadiz"
"1735",abr. 1998,9630,"06020203_sevilla_cadiz"
"1736",may. 1998,10207,"06020203_sevilla_cadiz"
"1737",jun. 1998,10479,"06020203_sevilla_cadiz"
"1738",jul. 1998,13912,"06020203_sevilla_cadiz"
"1739",ago. 1998,14874,"06020203_sevilla_cadiz"
"1740",sep. 1998,11140,"06020203_sevilla_cadiz"
"1741",oct. 1998,9900,"06020203_sevilla_cadiz"
"1742",nov. 1998,9050,"06020203_sevilla_cadiz"
"1743",dic. 1998,9088,"06020203_sevilla_cadiz"
"1744",ene. 1999,7982,"06020203_sevilla_cadiz"
"1745",feb. 1999,9534,"06020203_sevilla_cadiz"
"1746",mar. 1999,10266,"06020203_sevilla_cadiz"
"1747",abr. 1999,11426,"06020203_sevilla_cadiz"
"1748",may. 1999,12371,"06020203_sevilla_cadiz"
"1749",jun. 1999,12288,"06020203_sevilla_cadiz"
"1750",jul. 1999,15995,"06020203_sevilla_cadiz"
"1751",ago. 1999,16985,"06020203_sevilla_cadiz"
"1752",sep. 1999,12858,"06020203_sevilla_cadiz"
"1753",oct. 1999,11054,"06020203_sevilla_cadiz"
"1754",nov. 1999,10343,"06020203_sevilla_cadiz"
"1755",dic. 1999,10557,"06020203_sevilla_cadiz"
"1756",ene. 2000,14674,"06020203_sevilla_cadiz"
"1757",feb. 2000,15165,"06020203_sevilla_cadiz"
"1758",mar. 2000,11592,"06020203_sevilla_cadiz"
"1759",abr. 2000,13680,"06020203_sevilla_cadiz"
"1760",may. 2000,18197,"06020203_sevilla_cadiz"
"1761",jun. 2000,14246,"06020203_sevilla_cadiz"
"1762",jul. 2000,18280,"06020203_sevilla_cadiz"
"1763",ago. 2000,18837,"06020203_sevilla_cadiz"
"1764",sep. 2000,14783,"06020203_sevilla_cadiz"
"1765",oct. 2000,12114,"06020203_sevilla_cadiz"
"1766",nov. 2000,11141,"06020203_sevilla_cadiz"
"1767",dic. 2000,11213,"06020203_sevilla_cadiz"
"1768",ene. 2001,10300,"06020203_sevilla_cadiz"
"1769",feb. 2001,12005,"06020203_sevilla_cadiz"
"1770",mar. 2001,12133,"06020203_sevilla_cadiz"
"1771",abr. 2001,15621,"06020203_sevilla_cadiz"
"1772",may. 2001,15551,"06020203_sevilla_cadiz"
"1773",jun. 2001,16879,"06020203_sevilla_cadiz"
"1774",jul. 2001,20622,"06020203_sevilla_cadiz"
"1775",ago. 2001,22042,"06020203_sevilla_cadiz"
"1776",sep. 2001,16849,"06020203_sevilla_cadiz"
"1777",oct. 2001,14119,"06020203_sevilla_cadiz"
"1778",nov. 2001,13356,"06020203_sevilla_cadiz"
"1779",dic. 2001,12893,"06020203_sevilla_cadiz"
"1780",ene. 2002,11673,"06020203_sevilla_cadiz"
"1781",feb. 2002,14029,"06020203_sevilla_cadiz"
"1782",mar. 2002,15301,"06020203_sevilla_cadiz"
"1783",abr. 2002,14857,"06020203_sevilla_cadiz"
"1784",may. 2002,17743,"06020203_sevilla_cadiz"
"1785",jun. 2002,17270,"06020203_sevilla_cadiz"
"1786",jul. 2002,22200,"06020203_sevilla_cadiz"
"1787",ago. 2002,23954,"06020203_sevilla_cadiz"
"1788",sep. 2002,18587,"06020203_sevilla_cadiz"
"1789",oct. 2002,15060,"06020203_sevilla_cadiz"
"1790",nov. 2002,13913,"06020203_sevilla_cadiz"
"1791",dic. 2002,13825,"06020203_sevilla_cadiz"
"1792",ene. 2003,12834,"06020203_sevilla_cadiz"
"1793",feb. 2003,13911,"06020203_sevilla_cadiz"
"1794",mar. 2003,15349,"06020203_sevilla_cadiz"
"1795",abr. 2003,17302,"06020203_sevilla_cadiz"
"1796",may. 2003,19489,"06020203_sevilla_cadiz"
"1797",jun. 2003,20078,"06020203_sevilla_cadiz"
"1798",jul. 2003,24148,"06020203_sevilla_cadiz"
"1799",ago. 2003,25835,"06020203_sevilla_cadiz"
"1800",sep. 2003,19891,"06020203_sevilla_cadiz"
"1801",oct. 2003,15995,"06020203_sevilla_cadiz"
"1802",nov. 2003,14702,"06020203_sevilla_cadiz"
"1803",dic. 2003,14853,"06020203_sevilla_cadiz"
"1804",ene. 2004,14174,"06020203_sevilla_cadiz"
"1805",feb. 2004,16484,"06020203_sevilla_cadiz"
"1806",mar. 2004,16377,"06020203_sevilla_cadiz"
"1807",abr. 2004,19608,"06020203_sevilla_cadiz"
"1808",may. 2004,19794,"06020203_sevilla_cadiz"
